Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA
Yoël Armougom,FRA,DF,Caen,Ligue 1,20,1998,29,20,1853,20.6,0,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.4,1.5,0.01,0.07,0.07,0.01,0.07
Stuart Armstrong,SCO,MF,Southampton,Premier League,26,1992,29,16,1432,15.9,3,2,3,0,0,2,0,0.19,0.13,0.31,0.19,0.31,2.0,2.0,1.4,3.4,0.12,0.09,0.21,0.12,0.21
José Arnaiz,ESP,DF,Leganés,La Liga,23,1995,6,0,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.05,0.08,0.14,0.05,0.14
Marko Arnautović,AUT,FW,West Ham,Premier League,29,1989,28,24,1990,22.1,10,4,9,1,1,3,0,0.45,0.18,0.63,0.41,0.59,9.7,8.9,3.4,12.3,0.44,0.16,0.59,0.40,0.56
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,24,1994,33,33,2872,31.9,2,6,2,0,0,7,0,0.06,0.19,0.25,0.06,0.25,2.0,2.0,3.4,5.4,0.06,0.11,0.17,0.06,0.17
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,23,1994,36,36,3240,36.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Harry Arter,IRL,MF,Cardiff City,Premier League,28,1989,25,24,1997,22.2,0,1,0,0,0,10,0,0.00,0.05,0.05,0.00,0.05,1.1,1.1,0.6,1.7,0.05,0.03,0.08,0.05,0.08
Kwadwo Asamoah,GHA,DF,Inter,Serie A,29,1988,32,30,2671,29.7,0,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,0.2,0.2,1.5,1.8,0.01,0.05,0.06,0.01,0.06
Takuma Asano,JPN,MF,Hannover 96,Bundesliga,23,1994,13,9,699,7.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.5,1.6,0.14,0.06,0.20,0.14,0.20
Santiago Ascacíbar,ARG,MF,Stuttgart,Bundesliga,21,1997,27,27,2428,27.0,0,0,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.7,2.1,0.05,0.03,0.08,0.05,0.08
Sergio Asenjo,ESP,GK,Villarreal,La Liga,29,1989,32,32,2880,32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Marco Asensio,ESP,FW,Real Madrid,La Liga,22,1996,30,19,1779,19.8,1,4,1,0,0,3,0,0.05,0.20,0.25,0.05,0.25,4.3,4.3,4.0,8.3,0.22,0.20,0.42,0.22,0.42
Iago Aspas,ESP,FW,Celta Vigo,La Liga,30,1987,27,26,2251,25.0,20,6,15,5,5,5,0,0.80,0.24,1.04,0.60,0.84,12.9,9.1,5.3,14.3,0.52,0.21,0.73,0.36,0.57
Simon Asta,GER,DF,Augsburg,Bundesliga,17,2001,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04
Youcef Atal,ALG,DF,Nice,Ligue 1,22,1996,29,25,2263,25.1,6,0,6,0,1,8,0,0.24,0.00,0.24,0.24,0.24,3.6,2.9,3.4,6.2,0.14,0.13,0.28,0.11,0.25
Christian Atsu,GHA,MF,Newcastle Utd,Premier League,26,1992,28,15,1493,16.6,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,2.0,2.0,1.1,3.2,0.12,0.07,0.19,0.12,0.19
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,29,1989,36,30,2726,30.3,22,5,18,4,5,0,0,0.73,0.17,0.89,0.59,0.76,21.3,17.3,3.9,21.2,0.70,0.13,0.83,0.57,0.70
Emil Audero,ITA,GK,Sampdoria,Serie A,21,1997,36,36,3240,36.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
Jean-Kévin Augustin,FRA,FW,RB Leipzig,Bundesliga,21,1997,17,4,461,5.1,3,0,3,0,0,0,0,0.59,0.00,0.59,0.59,0.59,2.5,2.5,0.9,3.4,0.49,0.17,0.66,0.49,0.66
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,24,1994,34,34,3026,33.6,1,4,1,0,0,5,0,0.03,0.12,0.15,0.03,0.15,1.3,1.3,2.6,3.9,0.04,0.08,0.11,0.04,0.11
Serge Aurier,CIV,DF,Tottenham,Premier League,25,1992,8,6,564,6.3,0,2,0,0,0,1,0,0.00,0.32,0.32,0.00,0.32,0.2,0.2,0.6,0.8,0.03,0.10,0.13,0.03,0.13
Charlie Austin,ENG,FW,Southampton,Premier League,29,1989,25,11,983,10.9,2,2,2,0,1,1,0,0.18,0.18,0.37,0.18,0.37,3.6,3.1,0.2,3.3,0.33,0.02,0.35,0.29,0.31
Ezequiel Ávila,ARG,FW,Huesca,La Liga,24,1994,34,20,1997,22.2,10,2,9,1,1,12,1,0.45,0.09,0.54,0.41,0.50,6.6,5.9,2.4,8.3,0.30,0.11,0.41,0.26,0.37
Jordan Ayew,GHA,FW,Crystal Palace,Premier League,26,1991,20,14,1181,13.1,1,2,1,0,0,3,0,0.08,0.15,0.23,0.08,0.23,2.5,2.5,1.1,3.7,0.19,0.09,0.28,0.19,0.28
Kaan Ayhan,TUR,DF,Düsseldorf,Bundesliga,23,1994,28,28,2449,27.2,4,1,4,0,0,10,0,0.15,0.04,0.18,0.15,0.18,2.3,2.3,0.4,2.7,0.09,0.01,0.10,0.09,0.10
Floyd Ayité,TOG,FW,Fulham,Premier League,29,1988,16,3,476,5.3,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.3,0.3,0.3,0.7,0.07,0.06,0.13,0.07,0.13
César Azpilicueta,ESP,DF,Chelsea,Premier League,28,1989,38,38,3402,37.8,1,5,1,0,0,4,0,0.03,0.13,0.16,0.03,0.16,0.9,0.9,2.3,3.2,0.02,0.06,0.08,0.02,0.08
Abdoulaye Ba,SEN,DF,Rayo Vallecano,La Liga,27,1991,26,25,2110,23.4,1,0,1,0,0,4,2,0.04,0.00,0.04,0.04,0.04,1.1,1.1,0.0,1.2,0.05,0.00,0.05,0.05,0.05
Florian Baak,GER,MF,Hertha BSC,Bundesliga,19,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Ludovic Baal,GUF,DF,Rennes,Ligue 1,32,1986,2,1,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Khouma Babacar,SEN,FW,Sassuolo,Serie A,25,1993,29,16,1488,16.5,7,2,5,2,2,0,0,0.42,0.12,0.54,0.30,0.42,7.8,6.3,1.1,7.4,0.47,0.07,0.54,0.38,0.45
Ryan Babel,NED,FW,Fulham,Premier League,31,1986,16,15,1251,13.9,5,3,5,0,0,3,0,0.36,0.22,0.58,0.36,0.58,4.7,4.7,2.2,6.9,0.33,0.16,0.49,0.33,0.49
Carlos Bacca,COL,FW,Villarreal,La Liga,31,1986,33,12,1270,14.1,6,1,5,1,1,3,0,0.43,0.07,0.50,0.35,0.43,5.7,5.0,2.2,7.2,0.41,0.16,0.56,0.35,0.51
Juninho Bacuna,CUW,MF,Huddersfield,Premier League,20,1997,21,16,1412,15.7,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,0.6,0.6,1.6,2.3,0.04,0.11,0.14,0.04,0.14
Leandro Bacuna,CUW,MF,Cardiff City,Premier League,26,1991,11,4,561,6.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.02,0.01,0.02
Milan Badelj,CRO,MF,Lazio,Serie A,29,1989,23,14,1141,12.7,1,0,1,0,0,6,0,0.08,0.00,0.08,0.08,0.08,0.5,0.5,0.6,1.1,0.04,0.04,0.08,0.04,0.08
Benoît Badiashile,FRA,DF,Monaco,Ligue 1,17,2001,20,20,1762,19.6,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,0.6,0.6,0.1,0.7,0.03,0.00,0.03,0.03,0.03
Holger Badstuber,GER,DF,Stuttgart,Bundesliga,29,1989,10,5,522,5.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Stéphane Bahoken,CMR,FW,Angers,Ligue 1,26,1992,32,31,2469,27.4,11,1,9,2,3,3,0,0.40,0.04,0.44,0.33,0.36,8.9,6.6,2.9,9.5,0.33,0.10,0.43,0.24,0.35
Daniel Baier,GER,MF,Augsburg,Bundesliga,34,1984,33,33,2815,31.3,0,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,0.8,0.8,1.5,2.3,0.03,0.05,0.07,0.03,0.07
Leon Bailey,JAM,FW,Leverkusen,Bundesliga,20,1997,29,21,1914,21.3,5,1,5,0,0,4,0,0.24,0.05,0.28,0.24,0.28,5.7,5.7,3.6,9.3,0.27,0.17,0.44,0.27,0.44
Eric Bailly,CIV,DF,Manchester Utd,Premier League,24,1994,12,8,638,7.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02
Leighton Baines,ENG,DF,Everton,Premier League,33,1984,6,5,375,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.02,0.04,0.06,0.02,0.06
Marvin Bakalorz,GER,MF,Hannover 96,Bundesliga,28,1989,25,16,1470,16.3,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.5,1.0,0.03,0.03,0.06,0.03,0.06
Tiemoué Bakayoko,FRA,MF,Milan,Serie A,23,1994,31,26,2301,25.6,1,1,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08,1.4,1.4,1.7,3.1,0.05,0.07,0.12,0.05,0.12
Ridle Baku,GER,MF,Mainz 05,Bundesliga,20,1998,15,10,937,10.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.9,1.5,0.06,0.09,0.15,0.06,0.15
Fabián Balbuena,PAR,DF,West Ham,Premier League,26,1991,23,23,2013,22.4,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,1.7,1.7,0.1,1.8,0.08,0.00,0.08,0.08,0.08
Keita Baldé,SEN,FW,Inter,Serie A,23,1995,24,8,889,9.9,5,2,5,0,0,2,1,0.51,0.20,0.71,0.51,0.71,3.4,3.4,1.7,5.2,0.35,0.18,0.52,0.35,0.52
Gareth Bale,WAL,FW,Real Madrid,La Liga,29,1989,29,21,1786,19.8,8,3,7,1,1,4,0,0.40,0.15,0.55,0.35,0.50,8.2,7.4,2.3,9.7,0.41,0.12,0.53,0.37,0.49
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,30,1988,11,6,523,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.07,0.08,0.00,0.08
Andrija Balić,CRO,MF,Udinese,Serie A,20,1997,4,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.08,0.28,0.36,0.08,0.36
Fodé Ballo-Touré,SEN,DF,Monaco,Ligue 1,21,1997,18,18,1594,17.7,0,3,0,0,0,4,0,0.00,0.17,0.17,0.00,0.17,0.3,0.3,2.6,2.9,0.02,0.15,0.16,0.02,0.16
Fodé Ballo-Touré,SEN,DF,Lille,Ligue 1,21,1997,18,18,1593,17.7,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,1.2,1.4,0.01,0.07,0.08,0.01,0.08
Florent Balmont,FRA,MF,Dijon,Ligue 1,38,1980,20,15,1076,12.0,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.9,1.0,0.01,0.08,0.09,0.01,0.09
Leon Balogun,NGA,DF,Brighton,Premier League,30,1988,8,5,594,6.6,1,0,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01
Mario Balotelli,ITA,FW,Nice,Ligue 1,27,1990,10,9,752,8.4,0,1,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12,2.4,2.4,1.0,3.5,0.29,0.13,0.42,0.29,0.42
Mario Balotelli,ITA,FW,Marseille,Ligue 1,27,1990,15,12,933,10.4,8,0,8,0,0,5,1,0.77,0.00,0.77,0.77,0.77,5.6,5.6,0.3,5.9,0.54,0.03,0.57,0.54,0.57
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,28,1990,30,29,2573,28.6,0,4,0,0,0,6,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,1.6,1.7,0.01,0.05,0.06,0.01,0.06
Jonathan Bamba,FRA,FW,Lille,Ligue 1,22,1996,38,35,3004,33.4,13,3,12,1,1,4,0,0.39,0.09,0.48,0.36,0.45,8.1,7.4,6.0,13.3,0.24,0.18,0.42,0.22,0.40
Sol Bamba,CIV,DF,Cardiff City,Premier League,33,1985,28,28,2474,27.5,4,1,4,0,0,7,0,0.15,0.04,0.18,0.15,0.18,2.4,2.4,0.2,2.6,0.09,0.01,0.10,0.09,0.10
Yacine Bammou,MAR,FW,Caen,Ligue 1,26,1991,17,9,923,10.3,2,0,1,1,1,2,0,0.20,0.00,0.20,0.10,0.10,1.2,0.5,0.5,1.0,0.12,0.05,0.17,0.05,0.10
Éver Banega,ARG,MF,Sevilla,La Liga,30,1988,32,32,2667,29.6,3,5,1,2,2,17,2,0.10,0.17,0.27,0.03,0.20,3.2,1.7,3.4,5.1,0.11,0.12,0.22,0.06,0.17
Mattia Bani,ITA,DF,Chievo,Serie A,24,1993,30,29,2610,29.0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.3,1.4,0.04,0.01,0.05,0.04,0.05
Léo Baptistão,BRA,FW,Espanyol,La Liga,25,1992,20,14,1233,13.7,2,2,1,1,1,3,0,0.15,0.15,0.29,0.07,0.22,4.7,4.0,2.7,6.7,0.35,0.20,0.54,0.29,0.49
Antonín Barák,CZE,MF,Udinese,Serie A,23,1994,8,4,329,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.08,0.01,0.09,0.08,0.09
Federico Barba,ITA,DF,Chievo,Serie A,24,1993,30,29,2483,27.6,0,0,0,0,0,6,2,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.2,1.9,0.03,0.04,0.07,0.03,0.07
Danilo Barbosa,BRA,MF,Nice,Ligue 1,22,1996,22,18,1548,17.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,2.6,2.6,0.7,3.3,0.15,0.04,0.19,0.15,0.19
Enis Bardhi,MKD,MF,Levante,La Liga,23,1995,36,31,2836,31.5,3,4,3,0,0,6,0,0.10,0.13,0.22,0.10,0.22,3.7,3.7,2.8,6.5,0.12,0.09,0.21,0.12,0.21
Francesco Bardi,ITA,GK,Frosinone,Serie A,26,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Phil Bardsley,SCO,DF,Burnley,Premier League,33,1985,19,19,1670,18.6,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,1.0,0.01,0.04,0.05,0.01,0.05
Nicolò Barella,ITA,MF,Cagliari,Serie A,21,1997,35,35,3107,34.5,1,3,1,0,1,10,2,0.03,0.09,0.12,0.03,0.12,2.9,2.1,3.1,5.2,0.08,0.09,0.17,0.06,0.15
Philipp Bargfrede,GER,MF,Werder Bremen,Bundesliga,29,1989,15,13,1079,12.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03
Antonino Barillà,ITA,MF,Parma,Serie A,30,1988,31,30,2618,29.1,3,2,3,0,0,10,0,0.10,0.07,0.17,0.10,0.17,2.3,2.3,1.7,3.9,0.08,0.06,0.13,0.08,0.13
Ross Barkley,ENG,MF,Chelsea,Premier League,24,1993,27,13,1245,13.8,3,5,3,0,0,1,0,0.22,0.36,0.58,0.22,0.58,3.7,3.7,2.1,5.9,0.27,0.16,0.42,0.27,0.42
Aymen Barkok,MAR,MF,Düsseldorf,Bundesliga,20,1998,12,4,510,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.04,0.03,0.07,0.04,0.07
Ashley Barnes,ENG,FW,Burnley,Premier League,28,1989,37,26,2388,26.5,12,2,10,2,2,8,0,0.45,0.08,0.53,0.38,0.45,11.5,10.0,3.7,13.7,0.43,0.14,0.57,0.38,0.52
Harvey Barnes,ENG,FW,Leicester City,Premier League,20,1997,16,11,1004,11.2,1,2,1,0,0,0,0,0.09,0.18,0.27,0.09,0.27,3.2,3.2,1.3,4.5,0.29,0.12,0.40,0.29,0.40
Antonio Barragán,ESP,DF,Betis,La Liga,31,1987,14,12,934,10.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,1.0,0.02,0.07,0.09,0.02,0.09
Antonio Barreca,ITA,DF,Newcastle Utd,Premier League,23,1995,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Antonio Barreca,ITA,DF,Monaco,Ligue 1,23,1995,7,7,593,6.6,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.4,0.6,0.02,0.07,0.09,0.02,0.09
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,18,2000,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04
Ander Barrenetxea,ESP,FW,Real Sociedad,La Liga,16,2001,9,5,399,4.4,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,0.4,0.4,0.6,1.0,0.08,0.14,0.22,0.08,0.22
Édgar Barreto,PAR,MF,Sampdoria,Serie A,34,1984,12,9,785,8.7,0,2,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,0.6,0.6,1.3,2.0,0.07,0.15,0.22,0.07,0.22
Musa Barrow,GAM,FW,Atalanta,Serie A,19,1998,22,6,601,6.7,1,2,1,0,0,0,0,0.15,0.30,0.45,0.15,0.45,3.1,3.1,0.8,3.9,0.46,0.12,0.58,0.46,0.58
Fin Bartels,GER,FW,Werder Bremen,Bundesliga,31,1987,2,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Marc Bartra,ESP,DF,Betis,La Liga,27,1991,33,33,2928,32.5,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,0.7,0.7,0.4,1.1,0.02,0.01,0.03,0.02,0.03
Andrea Barzagli,ITA,DF,Juventus,Serie A,37,1981,7,4,260,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Daniele Baselli,ITA,MF,Torino,Serie A,26,1992,34,27,2379,26.4,4,1,4,0,0,5,0,0.15,0.04,0.19,0.15,0.19,2.7,2.7,3.3,6.0,0.10,0.13,0.23,0.10,0.23
Toma Bašić,CRO,MF,Bordeaux,Ligue 1,21,1996,23,16,1333,14.8,2,0,2,0,0,3,0,0.14,0.00,0.14,0.14,0.14,1.3,1.3,2.2,3.5,0.09,0.15,0.23,0.09,0.23
Thomas Basila,FRA,DF,Nantes,Ligue 1,19,1999,2,1,92,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Borja Bastón,ESP,FW,Alavés,La Liga,25,1992,27,18,1439,16.0,5,1,5,0,0,4,0,0.31,0.06,0.38,0.31,0.38,5.7,5.7,1.1,6.7,0.35,0.07,0.42,0.35,0.42
Alessandro Bastoni,ITA,DF,Parma,Serie A,19,1999,24,18,1690,18.8,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,0.6,0.6,0.2,0.8,0.03,0.01,0.05,0.03,0.05
Bastos,ANG,DF,Lazio,Serie A,27,1991,18,11,1139,12.7,1,0,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,0.9,0.9,0.0,0.9,0.07,0.00,0.07,0.07,0.07
Michy Batshuayi,BEL,FW,Crystal Palace,Premier League,24,1993,11,9,750,8.3,5,0,5,0,0,0,0,0.60,0.00,0.60,0.60,0.60,3.3,3.3,0.1,3.4,0.40,0.01,0.41,0.40,0.41
Michy Batshuayi,BEL,FW,Valencia,La Liga,24,1993,15,4,527,5.9,1,0,1,0,0,3,0,0.17,0.00,0.17,0.17,0.17,2.3,2.3,0.7,2.9,0.38,0.12,0.50,0.38,0.50
Robert Bauer,GER,DF,Nürnberg,Bundesliga,23,1995,22,19,1722,19.1,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.9,0.01,0.03,0.05,0.01,0.05
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,28,1990,33,33,2970,33.0,0,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.6,0.6,0.00,0.02,0.02,0.00,0.02
Timo Baumgartl,GER,DF,Stuttgart,Bundesliga,22,1996,18,18,1620,18.0,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,0.2,0.2,0.0,0.3,0.01,0.00,0.01,0.01,0.01
Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,30,1988,21,16,1559,17.3,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.9,0.9,0.9,1.7,0.05,0.05,0.10,0.05,0.10
Christoph Baumgartner,AUT,MF,Hoffenheim,Bundesliga,18,1999,2,1,85,0.9,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.00,0.11,0.11,0.11
Jon Bautista,ESP,FW,Real Sociedad,La Liga,23,1995,18,4,597,6.6,1,0,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,2.6,2.6,0.1,2.7,0.39,0.02,0.41,0.39,0.41
Paul Baysse,FRA,DF,Caen,Ligue 1,30,1988,20,20,1788,19.9,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,1.1,0.05,0.01,0.06,0.05,0.06
Paul Baysse,FRA,DF,Bordeaux,Ligue 1,30,1988,1,0,74,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Noah Joel Sarenren Bazee,NGA,FW,Hannover 96,Bundesliga,21,1996,3,3,155,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.23,0.00,0.23,0.23,0.23
Claudio Beauvue,GLP,FW,Caen,Ligue 1,30,1988,25,16,1499,16.7,3,0,2,1,1,1,0,0.18,0.00,0.18,0.12,0.12,4.7,4.0,1.5,5.5,0.29,0.09,0.38,0.24,0.33
Bebé,CPV,FW,Rayo Vallecano,La Liga,28,1990,27,13,1302,14.5,1,1,1,0,0,6,0,0.07,0.07,0.14,0.07,0.14,1.7,1.7,2.1,3.8,0.12,0.15,0.26,0.12,0.26
Bebé,CPV,MF,Eibar,La Liga,28,1990,2,1,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.28,0.36,0.64,0.28,0.64
Ihlas Bebou,TOG,FW,Hannover 96,Bundesliga,24,1994,12,12,1066,11.8,4,3,3,1,1,1,0,0.34,0.25,0.59,0.25,0.51,4.3,3.6,1.8,5.4,0.37,0.15,0.52,0.30,0.46
Uffe Bech,DEN,FW,Hannover 96,Bundesliga,25,1993,2,0,19,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,1.34,1.34,0.00,1.34
Andreas Beck,GER,DF,Stuttgart,Bundesliga,31,1987,24,21,1776,19.7,0,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.5,0.5,1.0,1.6,0.03,0.05,0.08,0.03,0.08
Jan Bednarek,POL,DF,Southampton,Premier League,22,1996,25,24,2151,23.9,0,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,0.4,1.0,0.02,0.02,0.04,0.02,0.04
Andrea Beghetto,ITA,DF,Frosinone,Serie A,23,1994,27,25,2226,24.7,0,3,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.8,0.8,3.7,4.5,0.03,0.15,0.18,0.03,0.18
Asmir Begović,BIH,GK,Bournemouth,Premier League,31,1987,24,24,2160,24.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Valon Behrami,SUI,MF,Udinese,Serie A,33,1985,19,17,1361,15.1,1,0,1,0,0,6,0,0.07,0.00,0.07,0.07,0.07,0.7,0.7,0.4,1.1,0.05,0.03,0.07,0.05,0.07
Hanno Behrens,GER,MF,Nürnberg,Bundesliga,28,1990,30,30,2639,29.3,4,1,3,1,3,3,0,0.14,0.03,0.17,0.10,0.14,6.7,4.4,1.6,6.1,0.23,0.06,0.29,0.15,0.21
Ishak Belfodil,ALG,FW,Hoffenheim,Bundesliga,26,1992,28,20,1863,20.7,16,3,16,0,0,3,0,0.77,0.14,0.92,0.77,0.92,11.3,11.3,3.5,14.8,0.55,0.17,0.72,0.55,0.72
Stefan Bell,GER,DF,Mainz 05,Bundesliga,26,1991,25,25,2250,25.0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,2.0,2.0,1.1,3.1,0.08,0.05,0.13,0.08,0.13
Karim Bellarabi,GER,FW,Leverkusen,Bundesliga,28,1990,19,14,1057,11.7,5,4,5,0,0,4,1,0.43,0.34,0.77,0.43,0.77,2.5,2.5,4.5,7.0,0.22,0.38,0.60,0.22,0.60
Héctor Bellerín,ESP,DF,Arsenal,Premier League,23,1995,19,18,1533,17.0,0,5,0,0,0,3,0,0.00,0.29,0.29,0.00,0.29,1.1,1.1,2.3,3.4,0.06,0.13,0.20,0.06,0.20
Andrea Belotti,ITA,FW,Torino,Serie A,24,1993,37,37,3299,36.7,15,3,10,5,6,5,0,0.41,0.08,0.49,0.27,0.35,17.6,13.0,4.0,17.1,0.48,0.11,0.59,0.36,0.47
