Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Long Ast,Long xA,Long A-xA,Long KP,Long 1/3,Long PPA,Long CrsPA,Long Prog
Patrick Cutrone,ITA,FW,Wolves,Premier League,22,1998,0.3,4,5,80.0,67,2,2,3,66.7,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Patrick Cutrone,ITA,FW,Fiorentina,Serie A,22,1998,2.2,44,56,78.6,537,60,30,32,93.8,10,15,66.7,1,4,25.0,0,0.0,0.0,0,0,0,0,1
Patrick Cutrone,ITA,FW,Valencia,La Liga,22,1998,1.2,15,20,75.0,280,44,6,7,85.7,5,6,83.3,2,4,50.0,0,0.2,-0.2,1,1,2,0,3
Wylan Cyprien,FRA,MF,Parma,Serie A,25,1995,4.6,243,289,84.1,4996,942,85,92,92.4,122,131,93.1,35,61,57.4,0,0.2,-0.2,4,18,3,0,17
Rafael Czichos,GER,DF,Köln,Bundesliga,30,1990,25.1,1122,1319,85.1,26835,10619,229,267,85.8,616,658,93.6,267,373,71.6,0,0.1,-0.1,3,86,7,2,97
Lennart-Marten Czyborra,GER,DF,Genoa,Serie A,21,1999,13.0,429,576,74.5,6960,2478,206,232,88.8,185,252,73.4,26,65,40.0,0,0.2,-0.2,5,20,9,5,26
Danilo D'Ambrosio,ITA,DF,Inter,Serie A,31,1988,7.8,438,486,90.1,8305,2517,172,185,93.0,211,225,93.8,50,61,82.0,0,0.1,-0.1,1,30,4,2,27
Damien Da Silva,FRA,DF,Rennes,Ligue 1,32,1988,29.6,1766,1980,89.2,40522,12596,437,463,94.4,919,973,94.5,400,517,77.4,0,0.6,-0.6,5,145,6,1,124
Moanes Dabbur,ISR,FW,Hoffenheim,Bundesliga,28,1992,11.1,253,345,73.3,3855,1229,150,189,79.4,74,94,78.7,18,34,52.9,0,1.0,-1.0,12,23,14,3,35
Bryan Dabo,BFA,MF,Benevento,Serie A,28,1992,12.4,456,584,78.1,8101,2249,205,248,82.7,178,219,81.3,58,85,68.2,0,0.3,-0.3,9,48,13,3,64
Colin Dagba,FRA,DF,Paris S-G,Ligue 1,21,1998,15.1,841,946,88.9,12269,3240,498,536,92.9,297,327,90.8,29,50,58.0,2,1.0,+1.0,12,38,14,4,40
Finn Dahmen,GER,GK,Mainz 05,Bundesliga,22,1998,3.0,67,86,77.9,1529,554,19,19,100.0,32,33,97.0,14,32,43.8,0,0.0,0.0,0,0,0,0,0
Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,24,1996,14.0,786,913,86.1,16172,3257,257,285,90.2,373,408,91.4,139,184,75.5,1,1.2,-0.2,12,66,15,2,64
Leon Dajaku,GER,FW,Union Berlin,Bundesliga,19,2001,0.4,11,13,84.6,147,42,7,7,100.0,4,4,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0
Stuart Dallas,NIR,DF,Leeds United,Premier League,29,1991,37.9,1813,2212,82.0,31713,9947,899,988,91.0,709,841,84.3,183,304,60.2,2,2.1,-0.1,27,141,38,9,182
Diogo Dalot,POR,DF,Milan,Serie A,21,1999,12.1,463,611,75.8,9706,3575,171,199,85.9,206,261,78.9,82,130,63.1,1,1.2,-0.2,9,37,13,8,42
Mikkel Damsgaard,DEN,MF,Sampdoria,Serie A,20,2000,19.7,528,746,70.8,8486,2804,276,330,83.6,173,246,70.3,48,107,44.9,4,2.8,+1.2,27,46,21,5,69
Flavius Daniliuc,AUT,DF,Nice,Ligue 1,19,2001,16.4,974,1104,88.2,19531,6777,334,361,92.5,512,552,92.8,122,175,69.7,0,0.3,-0.3,3,91,6,2,74
Danilo,BRA,DF,Juventus,Serie A,29,1991,32.4,2194,2484,88.3,44151,13673,736,800,92.0,1137,1238,91.8,305,406,75.1,4,3.5,+0.5,27,228,33,9,175
Scott Dann,ENG,DF,Crystal Palace,Premier League,33,1987,15.0,508,604,84.1,10396,4758,162,179,90.5,273,294,92.9,70,121,57.9,0,0.0,0.0,1,24,0,0,28
Tiago Dantas,POR,MF,Bayern Munich,Bundesliga,19,2000,0.8,28,35,80.0,568,131,11,12,91.7,12,15,80.0,5,6,83.3,0,0.0,0.0,1,1,3,0,5
Dante,BRA,DF,Nice,Ligue 1,36,1983,8.6,630,695,90.6,13710,4731,166,173,96.0,361,377,95.8,99,138,71.7,1,0.2,+0.8,2,28,3,0,31
Andrea Danzi,ITA,MF,Hellas Verona,Serie A,21,1999,1.2,25,39,64.1,441,160,9,13,69.2,11,16,68.8,3,5,60.0,0,0.1,-0.1,1,1,0,0,2
Ebrima Darboe,GAM,MF,Roma,Serie A,19,2001,3.6,247,259,95.4,4844,1279,94,97,96.9,112,115,97.4,39,43,90.7,0,0.0,0.0,2,26,0,0,25
Márton Dárdai,GER,DF,Hertha BSC,Bundesliga,18,2002,9.1,406,506,80.2,10814,3757,57,65,87.7,233,247,94.3,115,189,60.8,1,0.2,+0.8,4,38,4,1,44
Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,29,1990,21.1,720,993,72.5,15587,3811,254,314,80.9,285,358,79.6,167,262,63.7,6,5.8,+0.2,39,57,28,5,81
Karl Darlow,ENG,GK,Newcastle Utd,Premier League,29,1990,25.0,364,726,50.1,15539,11428,25,25,100.0,111,115,96.5,228,586,38.9,0,0.0,0.0,1,8,0,0,0
Matteo Darmian,ITA,DF,Parma,Serie A,30,1989,2.3,78,100,78.0,1411,453,30,32,93.8,43,50,86.0,5,13,38.5,0,0.0,0.0,1,4,0,0,8
Matteo Darmian,ITA,DF,Inter,Serie A,30,1989,12.9,421,520,81.0,7478,2566,179,206,86.9,192,223,86.1,42,69,60.9,3,1.4,+1.6,11,18,13,8,32
Jonathan David,CAN,FW,Lille,Ligue 1,20,2000,26.2,453,582,77.8,6204,1053,273,329,83.0,142,175,81.1,17,28,60.7,2,3.1,-1.1,34,29,15,0,35
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,19,2000,19.6,1338,1504,89.0,21879,6501,653,706,92.5,598,655,91.3,71,95,74.7,2,0.8,+1.2,13,95,16,5,107
Ben Davies,WAL,DF,Tottenham,Premier League,27,1993,15.0,610,783,77.9,10908,4213,266,295,90.2,282,332,84.9,53,127,41.7,1,0.6,+0.4,7,42,9,4,43
Tom Davies,ENG,MF,Everton,Premier League,22,1998,15.8,573,684,83.8,10963,2685,236,264,89.4,252,284,88.7,78,107,72.9,1,1.0,0.0,7,43,7,2,47
Keinan Davis,ENG,FW,Aston Villa,Premier League,22,1998,3.1,58,79,73.4,843,141,36,40,90.0,19,29,65.5,2,4,50.0,1,0.5,+0.5,5,1,3,0,3
Leif Davis,ENG,DF,Leeds United,Premier League,20,2000,0.4,16,19,84.2,384,159,3,3,100.0,10,11,90.9,3,5,60.0,0,0.0,0.0,0,0,1,0,1
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,25,1995,20.7,754,881,85.6,14132,4408,301,325,92.6,345,393,87.8,94,138,68.1,0,0.0,0.0,2,31,3,0,41
Craig Dawson,ENG,DF,West Ham,Premier League,30,1990,21.4,592,718,82.5,14128,3945,129,140,92.1,303,328,92.4,153,237,64.6,0,0.0,0.0,1,41,1,0,25
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,29,1991,22.2,1068,1406,76.0,21109,6183,452,536,84.3,417,512,81.4,176,280,62.9,12,10.2,+1.8,79,128,79,9,173
Sebastien De Maio,FRA,DF,Udinese,Serie A,33,1987,9.5,317,368,86.1,6750,1811,86,94,91.5,166,181,91.7,62,88,70.5,0,0.0,0.0,0,6,1,0,14
Rodrigo De Paul,ARG,MF,Udinese,Serie A,26,1994,35.6,1532,2091,73.3,33755,11567,518,633,81.8,659,821,80.3,340,575,59.1,9,9.9,-0.9,89,183,97,20,265
Mattia De Sciglio,ITA,DF,Lyon,Ligue 1,27,1992,16.3,807,958,84.2,14699,5626,359,391,91.8,352,403,87.3,87,135,64.4,1,1.5,-0.5,10,66,18,5,74
Mattia De Sciglio,ITA,DF,Juventus,Serie A,27,1992,0.3,9,12,75.0,183,15,3,4,75.0,4,4,100.0,2,3,66.7,0,0.0,0.0,0,0,0,0,0
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,32,1988,23.8,953,1256,75.9,17779,8233,399,452,88.3,444,555,80.0,102,213,47.9,0,0.9,-0.9,12,86,19,6,85
Thibault De Smet,BEL,DF,Reims,Ligue 1,22,1998,5.5,282,355,79.4,4940,1700,128,143,89.5,119,149,79.9,27,50,54.0,0,0.4,-0.4,5,16,4,1,25
Lucas Deaux,FRA,MF,Nîmes,Ligue 1,31,1988,19.5,802,1008,79.6,17530,4792,268,322,83.2,323,369,87.5,192,270,71.1,2,1.0,+1.0,17,55,12,5,67
Mathieu Debuchy,FRA,DF,Saint-Étienne,Ligue 1,35,1985,23.4,940,1263,74.4,16419,7795,499,549,90.9,335,434,77.2,97,225,43.1,1,1.7,-0.7,17,60,32,16,66
Grégoire Defrel,MTQ,FW,Sassuolo,Serie A,29,1991,14.8,373,426,87.6,5242,896,230,251,91.6,109,124,87.9,19,25,76.0,3,1.3,+1.7,20,25,13,1,28
Alessandro Deiola,ITA,MF,Spezia,Serie A,24,1995,4.0,127,165,77.0,2540,565,52,60,86.7,52,60,86.7,20,35,57.1,0,0.4,-0.4,8,9,1,1,10
Alessandro Deiola,ITA,MF,Cagliari,Serie A,24,1995,6.8,197,234,84.2,3774,948,86,92,93.5,77,90,85.6,32,43,74.4,0,0.4,-0.4,6,16,3,2,19
Romain Del Castillo,FRA,MF,Rennes,Ligue 1,24,1996,7.2,265,371,71.4,4602,1349,123,158,77.8,114,144,79.2,23,46,50.0,5,2.2,+2.8,18,15,14,6,28
Lorenzo Del Pinto,ITA,MF,Benevento,Serie A,30,1990,0.1,4,7,57.1,51,15,2,3,66.7,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0
Thomas Delaine,FRA,DF,Metz,Ligue 1,28,1992,19.8,621,829,74.9,10472,3699,295,333,88.6,272,354,76.8,42,104,40.4,2,0.8,+1.2,11,27,14,8,47
Thomas Delaney,DEN,MF,Dortmund,Bundesliga,28,1991,14.3,697,832,83.8,13181,2962,290,326,89.0,295,330,89.4,95,146,65.1,1,0.2,+0.8,4,53,6,1,46
Liam Delap,ENG,FW,Manchester City,Premier League,17,2003,0.4,5,7,71.4,45,0,4,6,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Jonathan Delaplace,FRA,DF,Lorient,Ligue 1,34,1986,10.1,397,520,76.3,6398,2598,217,250,86.8,144,189,76.2,31,68,45.6,1,1.6,-0.6,13,22,14,10,27
Sacha Delaye,FRA,MF,Montpellier,Ligue 1,18,2002,0.1,2,2,100.0,38,35,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Cristian Dell'Orco,ITA,DF,Spezia,Serie A,26,1994,2.9,110,143,76.9,2209,627,42,54,77.8,47,51,92.2,18,33,54.5,0,0.0,0.0,0,5,0,0,4
Andy Delort,ALG,FW,Montpellier,Ligue 1,28,1991,27.6,556,895,62.1,9549,2714,287,388,74.0,176,291,60.5,73,146,50.0,9,5.9,+3.1,56,41,43,26,70
Fabian Delph,ENG,MF,Everton,Premier League,30,1989,3.0,206,234,88.0,3586,937,94,100,94.0,91,98,92.9,18,31,58.1,0,0.1,-0.1,2,15,1,0,15
Moussa Dembélé,FRA,FW,Atlético Madrid,La Liga,24,1996,1.1,20,33,60.6,281,23,14,20,70.0,6,11,54.5,0,1,0.0,0,0.0,0.0,1,0,1,0,1
Moussa Dembélé,FRA,FW,Lyon,Ligue 1,24,1996,7.5,104,146,71.2,1326,303,67,86,77.9,21,34,61.8,6,10,60.0,0,0.7,-0.7,6,6,7,0,12
Ousmane Dembélé,FRA,FW,Barcelona,La Liga,23,1997,19.7,844,1023,82.5,13328,2906,483,536,90.1,288,350,82.3,59,88,67.0,3,4.9,-1.9,36,40,44,6,76
Merih Demiral,TUR,DF,Juventus,Serie A,22,1998,10.4,592,636,93.1,11762,3395,182,195,93.3,342,351,97.4,64,81,79.0,1,0.1,+0.9,1,19,0,0,21
Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,27,1993,19.4,954,1211,78.8,18439,5747,419,469,89.3,358,426,84.0,160,278,57.6,3,2.6,+0.4,36,114,25,8,122
Ermedin Demirović,BIH,FW,Freiburg,Bundesliga,22,1998,16.6,154,265,58.1,2549,838,79,109,72.5,55,103,53.4,15,29,51.7,6,3.1,+2.9,13,17,16,3,34
Diego Demme,GER,MF,Napoli,Serie A,28,1991,17.7,1117,1249,89.4,20406,4234,489,514,95.1,467,512,91.2,138,178,77.5,3,1.6,+1.4,18,112,14,2,67
Jason Denayer,BEL,DF,Lyon,Ligue 1,25,1995,29.0,1592,1661,95.8,33446,9962,454,476,95.4,857,876,97.8,271,294,92.2,0,0.0,0.0,0,70,0,0,72
Leander Dendoncker,BEL,MF,Wolves,Premier League,25,1995,27.8,1021,1162,87.9,19322,4299,405,447,90.6,449,500,89.8,141,169,83.4,0,0.7,-0.7,16,64,8,2,62
Kevin Denkey,TOG,FW,Nîmes,Ligue 1,19,2000,5.8,81,113,71.7,1299,189,47,60,78.3,24,35,68.6,6,11,54.5,1,0.6,+0.4,4,5,3,0,7
Emmanuel Dennis,NGA,FW,Köln,Bundesliga,22,1997,5.3,98,139,70.5,1396,204,60,76,78.9,25,39,64.1,7,7,100.0,1,1.2,-0.2,4,4,3,2,3
Stefano Denswil,NED,DF,Bologna,Serie A,27,1993,1.3,64,79,81.0,1442,496,17,22,77.3,35,36,97.2,12,16,75.0,0,0.0,0.0,0,7,1,0,8
Fabio Depaoli,ITA,DF,Benevento,Serie A,23,1997,12.4,303,412,73.5,5731,3074,125,140,89.3,134,167,80.2,40,82,48.8,0,0.4,-0.4,7,21,15,5,41
Fabio Depaoli,ITA,MF,Sampdoria,Serie A,23,1997,0.9,9,15,60.0,136,72,6,8,75.0,1,3,33.3,1,1,100.0,0,0.1,-0.1,1,1,0,0,2
Fabio Depaoli,ITA,DF,Atalanta,Serie A,23,1997,2.1,86,103,83.5,1246,546,59,65,90.8,23,28,82.1,3,7,42.9,0,0.1,-0.1,2,5,1,0,12
Memphis Depay,NED,FW,Lyon,Ligue 1,26,1994,32.5,917,1300,70.5,15556,5208,500,611,81.8,247,335,73.7,127,254,50.0,12,13.9,-1.9,91,84,60,13,121
Clément Depres,FRA,MF,Nîmes,Ligue 1,25,1994,0.2,3,6,50.0,52,17,1,2,50.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,1
Mike van der Hoorn,NED,DF,Arminia,Bundesliga,27,1992,15.1,720,827,87.1,17435,4775,142,157,90.4,408,436,93.6,165,225,73.3,0,0.1,-0.1,3,25,3,0,30
Kastriot Dermaku,ALB,DF,Parma,Serie A,28,1992,1.1,35,39,89.7,805,160,8,8,100.0,18,21,85.7,9,9,100.0,0,0.0,0.0,0,1,0,0,1
Kiril Despodov,BUL,FW,Cagliari,Serie A,23,1996,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Sergiño Dest,USA,DF,Barcelona,La Liga,19,2000,21.2,1164,1302,89.4,16336,4197,717,767,93.5,373,410,91.0,36,53,67.9,1,2.6,-1.6,22,46,26,6,60
Mattia Destro,ITA,FW,Genoa,Serie A,29,1991,17.8,192,273,70.3,2793,482,121,155,78.1,38,66,57.6,20,30,66.7,1,0.6,+0.4,7,12,5,1,15
Gerard Deulofeu,ESP,FW,Udinese,Serie A,26,1994,6.6,169,247,68.4,2516,647,100,123,81.3,51,73,69.9,11,28,39.3,1,1.1,-0.1,7,9,12,1,19
Deyverson,BRA,FW,Alavés,La Liga,29,1991,9.7,155,310,50.0,3155,1052,71,129,55.0,51,98,52.0,28,60,46.7,3,1.6,+1.4,7,24,8,3,22
Jacopo Dezi,ITA,FW,Parma,Serie A,28,1992,0.9,32,43,74.4,480,69,15,17,88.2,12,15,80.0,2,7,28.6,0,0.2,-0.2,1,1,1,0,2
Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,31,1988,5.6,97,157,61.8,1183,110,70,96,72.9,24,47,51.1,1,3,33.3,0,0.1,-0.1,4,4,2,0,4
Samuel Di Carmine,ITA,FW,Crotone,Serie A,31,1988,5.3,79,102,77.5,1229,119,41,49,83.7,26,34,76.5,7,9,77.8,0,0.0,0.0,0,3,3,1,4
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,26,1993,36.0,2233,2560,87.2,39288,15188,1027,1104,93.0,958,1062,90.2,217,306,70.9,6,4.6,+1.4,45,227,60,14,258
Ángel Di María,ARG,FW,Paris S-G,Ligue 1,32,1988,20.6,889,1218,73.0,16416,5546,427,490,87.1,309,416,74.3,134,248,54.0,9,10.6,-1.6,67,89,74,14,131
Alessandro Di Pardo,ITA,MF,Juventus,Serie A,21,1999,0.2,5,9,55.6,81,50,2,3,66.7,3,5,60.0,0,1,0.0,0,0.0,0.0,1,1,0,0,1
Giuseppe Di Serio,ITA,FW,Benevento,Serie A,19,2001,3.2,53,76,69.7,733,222,34,40,85.0,14,23,60.9,3,6,50.0,0,0.0,0.0,1,1,4,0,11
Boulaye Dia,SEN,FW,Reims,Ligue 1,23,1996,32.6,501,622,80.5,7817,1161,276,327,84.4,156,181,86.2,44,55,80.0,1,1.8,-0.8,31,22,16,1,29
Abdoulay Diaby,MLI,MF,Getafe,La Liga,29,1991,0.2,5,10,50.0,69,11,4,5,80.0,1,2,50.0,0,2,0.0,0,0.1,-0.1,1,0,0,0,0
Moussa Diaby,FRA,FW,Leverkusen,Bundesliga,21,1999,26.5,722,949,76.1,12523,2391,357,416,85.8,282,337,83.7,71,144,49.3,11,6.8,+4.2,44,26,42,21,55
Mbaye Diagne,SEN,FW,West Brom,Premier League,28,1991,13.2,162,230,70.4,2398,456,105,127,82.7,42,70,60.0,12,21,57.1,2,1.7,+0.3,12,13,5,2,16
Mouctar Diakhaby,GUI,DF,Valencia,La Liga,23,1996,23.1,844,981,86.0,19750,5812,202,223,90.6,448,475,94.3,192,268,71.6,0,0.0,0.0,0,44,1,0,37
Abdou Diallo,SEN,DF,Paris S-G,Ligue 1,24,1996,16.6,1109,1191,93.1,20618,7433,474,491,96.5,498,521,95.6,127,161,78.9,1,0.5,+0.5,1,72,5,2,75
Amad Diallo,CIV,MF,Atalanta,Serie A,18,2002,0.2,9,10,90.0,160,55,3,3,100.0,5,5,100.0,1,2,50.0,0,0.1,-0.1,1,2,1,0,2
Amad Diallo,CIV,FW,Manchester Utd,Premier League,18,2002,1.8,54,64,84.4,839,219,29,33,87.9,18,20,90.0,4,5,80.0,1,0.5,+0.5,2,5,1,0,5
Habib Diallo,SEN,FW,Metz,Ligue 1,25,1995,1.6,21,36,58.3,361,106,11,20,55.0,8,11,72.7,2,2,100.0,0,0.3,-0.3,1,3,3,1,4
Habib Diallo,SEN,FW,Strasbourg,Ligue 1,25,1995,25.8,401,574,69.9,6758,1493,224,293,76.5,116,158,73.4,49,76,64.5,3,3.2,-0.2,21,23,17,4,42
Ibrahima Diallo,FRA,MF,Southampton,Premier League,21,1999,11.3,500,587,85.2,8755,1972,219,247,88.7,230,249,92.4,41,76,53.9,0,0.6,-0.6,8,36,6,1,33
Ibrahima Diallo,FRA,MF,Brest,Ligue 1,21,1999,4.9,245,282,86.9,4867,1063,85,96,88.5,111,119,93.3,41,55,74.5,0,0.4,-0.4,4,20,1,0,25
Amadou Diambo,GHA,FW,Benevento,Serie A,19,2001,0.0,7,8,87.5,95,16,5,5,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,1,0,0,0
Grady Diangana,ENG,MF,West Brom,Premier League,22,1998,13.7,256,351,72.9,3593,893,146,181,80.7,92,116,79.3,8,28,28.6,0,0.2,-0.2,5,15,7,0,26
Stéphane Diarra,FRA,FW,Lorient,Ligue 1,21,1998,2.2,60,85,70.6,963,340,26,36,72.2,27,30,90.0,4,9,44.4,0,0.3,-0.3,6,3,8,5,5
Rúben Dias,POR,DF,Manchester City,Premier League,23,1997,31.6,2499,2672,93.5,54265,14607,617,647,95.4,1427,1471,97.0,439,520,84.4,0,0.1,-0.1,3,166,9,1,116
Krepin Diatta,SEN,MF,Monaco,Ligue 1,21,1999,4.3,126,172,73.3,1882,356,70,85,82.4,46,61,75.4,5,13,38.5,0,0.1,-0.1,2,6,1,0,9
Amadou Diawara,GUI,MF,Roma,Serie A,23,1997,7.3,422,473,89.2,8423,1699,139,151,92.1,226,247,91.5,53,68,77.9,0,0.6,-0.6,2,35,2,0,27
Brahim Díaz,ESP,MF,Milan,Serie A,20,1999,13.6,421,485,86.8,6214,1289,248,272,91.2,128,145,88.3,27,40,67.5,3,1.6,+1.4,19,30,10,3,28
Víctor Díaz,ESP,DF,Granada,La Liga,32,1988,9.2,265,385,68.8,5767,2717,82,93,88.2,129,159,81.1,52,117,44.4,2,0.3,+1.7,7,22,6,4,26
Daniel Didavi,GER,FW,Stuttgart,Bundesliga,30,1990,10.8,318,429,74.1,5748,1950,136,161,84.5,135,170,79.4,37,72,51.4,3,3.0,0.0,25,41,22,5,58
Bamba Dieng,SEN,FW,Marseille,Ligue 1,20,2000,1.4,15,20,75.0,179,22,8,10,80.0,4,7,57.1,0,0,,0,0.0,0.0,0,0,0,0,0
Eric Dier,ENG,DF,Tottenham,Premier League,26,1994,28.0,1400,1654,84.6,31629,10688,393,433,90.8,711,766,92.8,289,429,67.4,0,0.1,-0.1,3,72,5,0,62
Daan Dierckx,BEL,DF,Parma,Serie A,17,2003,5.2,181,206,87.9,4468,1155,33,36,91.7,101,106,95.3,47,63,74.6,0,0.0,0.0,0,6,1,0,10
Lucas Digne,FRA,DF,Everton,Premier League,27,1993,29.8,1225,1690,72.5,22044,8899,578,664,87.0,488,631,77.3,135,307,44.0,7,5.4,+1.6,44,63,37,26,108
Mitchell Dijks,NED,DF,Bologna,Serie A,27,1993,16.5,620,807,76.8,10346,4912,286,327,87.5,282,358,78.8,42,87,48.3,0,0.2,-0.2,6,53,6,3,55
Javairô Dilrosun,NED,FW,Hertha BSC,Bundesliga,22,1998,5.9,134,179,74.9,2475,555,70,86,81.4,41,52,78.8,20,33,60.6,1,0.5,+0.5,6,11,9,1,17
Federico Dimarco,ITA,DF,Hellas Verona,Serie A,22,1997,29.0,1340,1885,71.1,25632,10782,575,655,87.8,545,677,80.5,196,483,40.6,3,6.6,-3.6,67,125,37,13,151
Junior Dina Ebimbe,FRA,FW,Dijon,Ligue 1,19,2000,23.8,635,804,79.0,10509,2332,338,400,84.5,229,271,84.5,57,97,58.8,1,2.0,-1.0,21,48,18,3,62
Tristan Dingomé,CMR,MF,Reims,Ligue 1,29,1991,0.2,11,15,73.3,191,8,6,6,100.0,4,4,100.0,1,4,25.0,0,0.0,0.0,0,1,0,0,0
Eren Dinkçi,GER,FW,Werder Bremen,Bundesliga,18,2001,1.2,20,27,74.1,223,128,16,20,80.0,2,4,50.0,1,1,100.0,0,0.1,-0.1,3,2,2,1,2
Sinaly Diomande,CIV,DF,Lyon,Ligue 1,19,2001,12.6,639,718,89.0,13084,4648,192,210,91.4,351,381,92.1,85,108,78.7,0,0.3,-0.3,4,37,3,0,40
Lois Diony,FRA,FW,Angers,Ligue 1,27,1992,19.4,254,401,63.3,3774,628,142,196,72.4,79,123,64.2,16,31,51.6,1,1.3,-0.3,15,10,13,5,18
Issa Diop,FRA,DF,West Ham,Premier League,23,1997,15.3,475,563,84.4,9379,2899,160,184,87.0,244,267,91.4,65,101,64.4,0,0.0,0.0,1,28,0,0,22
Papakouli Diop,SEN,MF,Eibar,La Liga,34,1986,25.8,634,898,70.6,13448,3293,211,269,78.4,295,401,73.6,119,199,59.8,1,1.1,-0.1,15,92,10,2,76
Sofiane Diop,FRA,MF,Monaco,Ligue 1,20,2000,22.5,776,985,78.8,12843,3208,389,447,87.0,283,342,82.7,68,124,54.8,1,2.3,-1.3,29,64,25,3,89
Andy Diouf,FRA,FW,Rennes,Ligue 1,17,2003,0.1,2,4,50.0,32,6,1,1,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,1,0,0,0
Yehvann Diouf,FRA,GK,Reims,Ligue 1,20,1999,1.5,40,52,76.9,1039,656,6,6,100.0,20,21,95.2,14,25,56.0,0,0.0,0.0,0,1,0,0,0
Assane Dioussé,SEN,DF,Saint-Étienne,Ligue 1,22,1997,0.0,1,1,100.0,8,5,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Axel Disasi,FRA,DF,Monaco,Ligue 1,22,1998,22.3,1327,1531,86.7,29315,8084,323,341,94.7,762,815,93.5,231,353,65.4,0,0.4,-0.4,3,92,7,0,80
Tiago Djaló,POR,DF,Lille,Ligue 1,20,2000,9.7,608,693,87.7,11767,3737,251,269,93.3,253,280,90.4,95,125,76.0,0,0.2,-0.2,2,49,2,1,36
Djené,TOG,DF,Getafe,La Liga,28,1991,32.7,724,938,77.2,16411,5250,187,224,83.5,369,433,85.2,161,269,59.9,1,0.1,+0.9,5,56,2,1,59
Moussa Djenepo,MLI,MF,Southampton,Premier League,22,1998,13.8,295,400,73.8,4570,1263,160,192,83.3,111,139,79.9,18,33,54.5,0,0.6,-0.6,7,17,13,2,24
Koffi Djidji,CIV,DF,Crotone,Serie A,27,1992,16.9,613,750,81.7,12065,4893,220,247,89.1,316,351,90.0,70,132,53.0,0,0.2,-0.2,4,45,1,0,50
Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,25,1994,28.4,1140,1317,86.6,27252,8702,239,268,89.2,610,659,92.6,283,366,77.3,0,0.5,-0.5,4,68,1,0,58
Berat Djimsiti,ALB,DF,Atalanta,Serie A,27,1993,29.2,1558,1769,88.1,28327,9318,683,752,90.8,683,741,92.2,179,237,75.5,3,2.2,+0.8,15,136,21,3,138
Marko Dmitrović,SRB,GK,Eibar,La Liga,28,1992,34.7,581,1074,54.1,27458,21485,49,49,100.0,169,172,98.3,360,849,42.4,0,0.5,-0.5,4,69,2,0,1
Ritsu Doan,JPN,MF,Arminia,Bundesliga,22,1998,30.8,546,861,63.4,9641,3791,270,330,81.8,181,260,69.6,73,209,34.9,2,3.3,-1.3,46,43,33,10,80
Mihai Dobre,ROU,FW,Dijon,Ligue 1,21,1998,5.9,132,176,75.0,1763,406,76,90,84.4,46,58,79.3,3,10,30.0,0,0.3,-0.3,4,10,0,0,13
Matt Doherty,IRL,DF,Tottenham,Premier League,28,1992,13.8,666,826,80.6,10945,4240,359,402,89.3,249,307,81.1,47,88,53.4,2,0.8,+1.2,11,23,14,7,43
Jeremy Doku,BEL,MF,Rennes,Ligue 1,18,2002,25.7,790,971,81.4,12255,3119,446,518,86.1,279,332,84.0,46,66,69.7,3,3.7,-0.7,41,34,58,16,98
Kasper Dolberg,DEN,FW,Nice,Ligue 1,22,1997,21.4,260,329,79.0,3952,379,135,168,80.4,97,118,82.2,15,21,71.4,2,1.1,+0.9,12,15,3,0,10
Keagan Dolly,RSA,MF,Montpellier,Ligue 1,27,1993,5.0,156,185,84.3,2606,538,80,88,90.9,57,63,90.5,16,28,57.1,0,0.2,-0.2,4,11,1,0,10
Jaume Doménech,ESP,GK,Valencia,La Liga,29,1990,28.0,623,897,69.5,22663,15899,88,89,98.9,220,222,99.1,312,583,53.5,0,0.0,0.0,0,6,0,0,1
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,19,2001,4.0,123,148,83.1,2856,908,24,24,100.0,75,85,88.2,24,37,64.9,0,0.1,-0.1,1,4,0,0,5
